MON
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
TUE
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
WED
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
THU
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
FRI
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
SAT
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
SUN
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
username,email@umbc.edu
